Event date Year,Event date Month,Species Common Name,Total_Catch,Total_Effort,CPUE,Date
2013,02,Female Blue Swimmer Crab,10299.4,8090,1.2731025957972806,2013-02-01
2013,02,Male Blue Swimmer Crab,11966.4,8471,1.4126313304214375,2013-02-01
2013,03,Female Blue Swimmer Crab,5779,7330,0.7884038199181446,2013-03-01
2013,03,Male Blue Swimmer Crab,9771.7,7575,1.2899933993399342,2013-03-01
2013,04,Female Blue Swimmer Crab,1217.8,4090,0.29775061124694374,2013-04-01
2013,04,Male Blue Swimmer Crab,3431.3,4581,0.7490285963763371,2013-04-01
2013,05,Female Blue Swimmer Crab,1393.7,3320,0.419789156626506,2013-05-01
2013,05,Male Blue Swimmer Crab,2583.5,3590,0.7196378830083565,2013-05-01
2013,06,Female Blue Swimmer Crab,2212.3,3365,0.6574442793462111,2013-06-01
2013,06,Male Blue Swimmer Crab,1403.6,3485,0.402754662840746,2013-06-01
2013,07,Female Blue Swimmer Crab,1375.4,2395,0.5742797494780794,2013-07-01
2013,07,Male Blue Swimmer Crab,796.7,2215,0.3596839729119639,2013-07-01
2013,08,Female Blue Swimmer Crab,576,2000,0.288,2013-08-01
2013,08,Male Blue Swimmer Crab,355.9,1760,0.20221590909090909,2013-08-01
2013,09,Female Blue Swimmer Crab,325.7,1815,0.17944903581267216,2013-09-01
2013,09,Male Blue Swimmer Crab,360.9,1855,0.19455525606469,2013-09-01
2013,10,Female Blue Swimmer Crab,687.5,3044,0.22585413929040735,2013-10-01
2013,10,Male Blue Swimmer Crab,1872,3164,0.5916561314791403,2013-10-01
2013,11,Female Blue Swimmer Crab,1292.2,3579,0.3610505727856944,2013-11-01
2013,11,Male Blue Swimmer Crab,3024.8,3718,0.8135556750941367,2013-11-01
2013,12,Female Blue Swimmer Crab,2258.3,4815,0.4690134994807893,2013-12-01
2013,12,Male Blue Swimmer Crab,4108.4,5625,0.7303822222222222,2013-12-01
2014,01,Female Blue Swimmer Crab,5993.2,7910.2,0.7576546737124219,2014-01-01
2014,01,Male Blue Swimmer Crab,12759.6,9015.2,1.415342976306682,2014-01-01
2014,02,Female Blue Swimmer Crab,10337.9,7294.3,1.4172573105027213,2014-02-01
2014,02,Male Blue Swimmer Crab,16443.7,8428.3,1.9510102867719472,2014-02-01
2014,03,Female Blue Swimmer Crab,8250.1,8149,1.012406430236839,2014-03-01
2014,03,Male Blue Swimmer Crab,18214.1,9234,1.9725037903400475,2014-03-01
2014,04,Female Blue Swimmer Crab,3537.4,6200,0.5705483870967742,2014-04-01
2014,04,Male Blue Swimmer Crab,13648.3,6955,1.9623723939611788,2014-04-01
2014,05,Female Blue Swimmer Crab,4706.3,5370,0.8764059590316574,2014-05-01
2014,05,Male Blue Swimmer Crab,6628.2,5660,1.171060070671378,2014-05-01
2014,06,Female Blue Swimmer Crab,7836.3,6255,1.2528057553956835,2014-06-01
2014,06,Male Blue Swimmer Crab,3567.1,6435,0.5543278943278943,2014-06-01
2014,07,Female Blue Swimmer Crab,1495.8,2929,0.5106862410378968,2014-07-01
2014,07,Male Blue Swimmer Crab,566.3,2608,0.2171395705521472,2014-07-01
2014,08,Female Blue Swimmer Crab,574.3,1985,0.2893198992443325,2014-08-01
2014,08,Male Blue Swimmer Crab,320.3,1771,0.18085827216262,2014-08-01
2014,09,Female Blue Swimmer Crab,241.2,1508,0.159946949602122,2014-09-01
2014,09,Male Blue Swimmer Crab,375.1,1493,0.25123911587407904,2014-09-01
2014,10,Female Blue Swimmer Crab,408.1,2105,0.19387173396674584,2014-10-01
2014,10,Male Blue Swimmer Crab,1635.2,2373,0.6890855457227139,2014-10-01
2014,11,Female Blue Swimmer Crab,2239.7,6800,0.3293676470588235,2014-11-01
2014,11,Male Blue Swimmer Crab,4009.1,6910,0.5801881331403762,2014-11-01
2014,12,Female Blue Swimmer Crab,4376.2,9150,0.4782732240437158,2014-12-01
2014,12,Male Blue Swimmer Crab,7951.3,9810,0.8105300713557595,2014-12-01
2015,01,Female Blue Swimmer Crab,10835.2,11559,0.9373821264815296,2015-01-01
2015,01,Male Blue Swimmer Crab,15355.2,12268,1.2516465601565048,2015-01-01
2015,02,Female Blue Swimmer Crab,12452.8,11358,1.0963902095439335,2015-02-01
2015,02,Male Blue Swimmer Crab,18076.8,11810,1.5306350550381032,2015-02-01
2015,03,Female Blue Swimmer Crab,12534.3,10430,1.2017545541706616,2015-03-01
2015,03,Male Blue Swimmer Crab,21089.3,11620,1.8149139414802065,2015-03-01
2015,04,Female Blue Swimmer Crab,4870,7830,0.6219667943805874,2015-04-01
2015,04,Male Blue Swimmer Crab,14014.4,8460,1.656548463356974,2015-04-01
2015,05,Female Blue Swimmer Crab,10088.1,7984,1.2635395791583166,2015-05-01
2015,05,Male Blue Swimmer Crab,8322.1,8318,1.0004929069487858,2015-05-01
2015,06,Female Blue Swimmer Crab,7746.3,6562,1.1804785126485828,2015-06-01
2015,06,Male Blue Swimmer Crab,3449.5,6594,0.5231270852289961,2015-06-01
2015,07,Female Blue Swimmer Crab,2418.1,3728,0.648631974248927,2015-07-01
2015,07,Male Blue Swimmer Crab,945,3479,0.2716297786720322,2015-07-01
2015,08,Female Blue Swimmer Crab,626.9,1422,0.44085794655414906,2015-08-01
2015,08,Male Blue Swimmer Crab,377.7,1242,0.3041062801932367,2015-08-01
2015,09,Female Blue Swimmer Crab,428.4,1406,0.30469416785206255,2015-09-01
2015,09,Male Blue Swimmer Crab,402.3,1346,0.2988855869242199,2015-09-01
2015,10,Female Blue Swimmer Crab,789.4,2477,0.3186919660880097,2015-10-01
2015,10,Male Blue Swimmer Crab,2095.2,2796.25,0.7492892266428252,2015-10-01
2015,11,Female Blue Swimmer Crab,3591.8,6495,0.5530100076982294,2015-11-01
2015,11,Male Blue Swimmer Crab,5271.5,6700,0.7867910447761194,2015-11-01
2015,12,Female Blue Swimmer Crab,3235.8,6376,0.5074968632371393,2015-12-01
2015,12,Male Blue Swimmer Crab,4265.1,7008,0.6086044520547945,2015-12-01
2016,01,Female Blue Swimmer Crab,6852.8,9209,0.7441416006081008,2016-01-01
2016,01,Male Blue Swimmer Crab,6648.5,9548,0.6963238374528697,2016-01-01
2016,02,Female Blue Swimmer Crab,8359.9,10645,0.7853358384217942,2016-02-01
2016,02,Male Blue Swimmer Crab,9990.2,10885,0.917795130914102,2016-02-01
2016,03,Female Blue Swimmer Crab,9036,10595,0.852855120339783,2016-03-01
2016,03,Male Blue Swimmer Crab,12853.3,11580,1.109956822107081,2016-03-01
2016,04,Female Blue Swimmer Crab,4953.4,7440,0.6657795698924731,2016-04-01
2016,04,Male Blue Swimmer Crab,9474.3,7820,1.2115473145780051,2016-04-01
2016,05,Female Blue Swimmer Crab,8429.4,6915,1.219002169197397,2016-05-01
2016,05,Male Blue Swimmer Crab,6454,7257,0.8893482155160535,2016-05-01
2016,06,Female Blue Swimmer Crab,7562.7,6540,1.1563761467889908,2016-06-01
2016,06,Male Blue Swimmer Crab,3216.5,6590,0.48808801213960545,2016-06-01
2016,07,Female Blue Swimmer Crab,1586.7,3270,0.4852293577981652,2016-07-01
2016,07,Male Blue Swimmer Crab,875.6,3150,0.277968253968254,2016-07-01
2016,08,Female Blue Swimmer Crab,726.9,1520,0.4782236842105263,2016-08-01
2016,08,Male Blue Swimmer Crab,363.4,1360,0.2672058823529412,2016-08-01
2016,09,Female Blue Swimmer Crab,251.8,810,0.3108641975308642,2016-09-01
2016,09,Male Blue Swimmer Crab,235.9,845,0.2791715976331361,2016-09-01
2016,10,Female Blue Swimmer Crab,253,1438,0.17593880389429764,2016-10-01
2016,10,Male Blue Swimmer Crab,929,1808,0.5138274336283186,2016-10-01
2016,11,Female Blue Swimmer Crab,2189.8,5305,0.41278039585296894,2016-11-01
2016,11,Male Blue Swimmer Crab,4861,6175,0.7872064777327935,2016-11-01
2016,12,Female Blue Swimmer Crab,4165.7,6699,0.6218390804597701,2016-12-01
2016,12,Male Blue Swimmer Crab,6702.2,7789,0.8604698934394659,2016-12-01
2017,01,Female Blue Swimmer Crab,4849.5,8100,0.5987037037037037,2017-01-01
2017,01,Male Blue Swimmer Crab,5448.8,8631,0.6313057583130576,2017-01-01
2017,02,Female Blue Swimmer Crab,8158.8,9139,0.8927453769559033,2017-02-01
2017,02,Male Blue Swimmer Crab,10704.5,9479,1.1292857896402575,2017-02-01
2017,03,Female Blue Swimmer Crab,7852.5,8858,0.8864867916008128,2017-03-01
2017,03,Male Blue Swimmer Crab,10088.3,9178,1.0991828285029417,2017-03-01
2017,04,Female Blue Swimmer Crab,3636.2,6632,0.5482810615199035,2017-04-01
2017,04,Male Blue Swimmer Crab,7508.4,6807,1.1030409872190392,2017-04-01
2017,05,Female Blue Swimmer Crab,5294.3,8012,0.6607963055416874,2017-05-01
2017,05,Male Blue Swimmer Crab,4582.3,8067,0.5680302466840214,2017-05-01
2017,06,Female Blue Swimmer Crab,8856.3,6955,1.273371675053918,2017-06-01
2017,06,Male Blue Swimmer Crab,3701.1,6960,0.5317672413793103,2017-06-01
2017,07,Female Blue Swimmer Crab,3050.6,3442,0.8862870424171992,2017-07-01
2017,07,Male Blue Swimmer Crab,1554.1,3562,0.436299831555306,2017-07-01
2017,08,Female Blue Swimmer Crab,944.9,1925,0.4908571428571428,2017-08-01
2017,08,Male Blue Swimmer Crab,721,2025,0.35604938271604936,2017-08-01
2017,09,Female Blue Swimmer Crab,334,1279,0.2611415168100078,2017-09-01
2017,09,Male Blue Swimmer Crab,310.2,1374,0.22576419213973797,2017-09-01
2017,10,Female Blue Swimmer Crab,406.9,1969,0.20665312341289993,2017-10-01
2017,10,Male Blue Swimmer Crab,1653,2761,0.598696124592539,2017-10-01
2017,11,Female Blue Swimmer Crab,2251.6,6072,0.3708168642951252,2017-11-01
2017,11,Male Blue Swimmer Crab,3428.3,6842,0.5010669394913768,2017-11-01
2017,12,Female Blue Swimmer Crab,1705,7656,0.22270114942528735,2017-12-01
2017,12,Male Blue Swimmer Crab,3538,9125,0.38772602739726025,2017-12-01
2018,01,Female Blue Swimmer Crab,1589.2,7426,0.21400484783194185,2018-01-01
2018,01,Male Blue Swimmer Crab,2882.3,8504,0.33893461900282223,2018-01-01
2018,02,Female Blue Swimmer Crab,2049.1,7761,0.2640252544775158,2018-02-01
2018,02,Male Blue Swimmer Crab,3858.9,8883,0.4344140493076664,2018-02-01
2018,03,Female Blue Swimmer Crab,2753.7,9960,0.27647590361445784,2018-03-01
2018,03,Male Blue Swimmer Crab,6300.6,11320,0.5565901060070672,2018-03-01
2018,04,Female Blue Swimmer Crab,1518.3,7432,0.20429224973089344,2018-04-01
2018,04,Male Blue Swimmer Crab,5774,8661,0.6666666666666666,2018-04-01
2018,05,Female Blue Swimmer Crab,3427.4,6263,0.5472457288839214,2018-05-01
2018,05,Male Blue Swimmer Crab,4023,6626,0.6071536371868397,2018-05-01
2018,06,Female Blue Swimmer Crab,4432.8,5584,0.793839541547278,2018-06-01
2018,06,Male Blue Swimmer Crab,2507.2,5535,0.4529719963866305,2018-06-01
2018,07,Female Blue Swimmer Crab,813.6,2306,0.3528187337380746,2018-07-01
2018,07,Male Blue Swimmer Crab,392.9,2395,0.16405010438413362,2018-07-01
2018,08,Female Blue Swimmer Crab,353,1822,0.19374313940724475,2018-08-01
2018,08,Male Blue Swimmer Crab,108,1779,0.06070826306913996,2018-08-01
2018,09,Female Blue Swimmer Crab,160.1,822,0.19476885644768857,2018-09-01
2018,09,Male Blue Swimmer Crab,80.1,826,0.0969733656174334,2018-09-01
2018,10,Female Blue Swimmer Crab,62.7,1122,0.05588235294117647,2018-10-01
2018,10,Male Blue Swimmer Crab,314.9,1233,0.2553933495539335,2018-10-01
2018,11,Female Blue Swimmer Crab,1161.9,6211,0.187071325068427,2018-11-01
2018,11,Male Blue Swimmer Crab,3796.6,7015,0.5412116892373485,2018-11-01
2018,12,Female Blue Swimmer Crab,1720,8585,0.2003494467093768,2018-12-01
2018,12,Male Blue Swimmer Crab,3733.9,10136,0.3683800315706393,2018-12-01
2019,01,Female Blue Swimmer Crab,1811.2,8980,0.20169265033407577,2019-01-01
2019,01,Male Blue Swimmer Crab,3148.7,10290,0.30599611273080657,2019-01-01
2019,02,Female Blue Swimmer Crab,1796.3,7863,0.2284497011318835,2019-02-01
2019,02,Male Blue Swimmer Crab,3051.6,9396,0.3247765006385696,2019-02-01
2019,03,Female Blue Swimmer Crab,1950.1,8926,0.21847412054671744,2019-03-01
2019,03,Male Blue Swimmer Crab,4384.3,10641,0.4120195470350531,2019-03-01
2019,04,Female Blue Swimmer Crab,1637.9,8383,0.19538351425503997,2019-04-01
2019,04,Male Blue Swimmer Crab,4204.3,10575,0.3975697399527187,2019-04-01
2019,05,Female Blue Swimmer Crab,2409.9,7031,0.34275352012516,2019-05-01
2019,05,Male Blue Swimmer Crab,1962,7431,0.26402906742026644,2019-05-01
2019,06,Female Blue Swimmer Crab,2229.6,6688,0.33337320574162677,2019-06-01
2019,06,Male Blue Swimmer Crab,1028.3,6781,0.15164430025070047,2019-06-01
2019,07,Female Blue Swimmer Crab,731.7,3895,0.1878562259306804,2019-07-01
2019,07,Male Blue Swimmer Crab,285.3,3575,0.0798041958041958,2019-07-01
2019,08,Female Blue Swimmer Crab,91.3,914,0.099890590809628,2019-08-01
2019,08,Male Blue Swimmer Crab,36.4,818,0.04449877750611247,2019-08-01
2019,09,Female Blue Swimmer Crab,62,534,0.11610486891385768,2019-09-01
2019,09,Male Blue Swimmer Crab,36.3,619,0.05864297253634894,2019-09-01
2019,10,Female Blue Swimmer Crab,52.9,633,0.08357030015797788,2019-10-01
2019,10,Male Blue Swimmer Crab,275.7,1010,0.27297029702970294,2019-10-01
2019,11,Female Blue Swimmer Crab,396.3,3623,0.10938448799337566,2019-11-01
2019,11,Male Blue Swimmer Crab,1461.9,5113,0.2859182476041463,2019-11-01
2019,12,Female Blue Swimmer Crab,481.4,4170,0.11544364508393284,2019-12-01
2019,12,Male Blue Swimmer Crab,1296.7,5618,0.230811676753293,2019-12-01
2020,01,Female Blue Swimmer Crab,624.6,5002,0.12487005197920832,2020-01-01
2020,01,Male Blue Swimmer Crab,1289.4,7232,0.17829092920353984,2020-01-01
2020,02,Female Blue Swimmer Crab,1487.6,5551,0.26798774995496305,2020-02-01
2020,02,Male Blue Swimmer Crab,1951.3,6231,0.3131600064195153,2020-02-01
2020,03,Female Blue Swimmer Crab,682.3,4077,0.16735344616139317,2020-03-01
2020,03,Male Blue Swimmer Crab,3202.3,5246,0.6104269919939002,2020-03-01
2020,04,Female Blue Swimmer Crab,710.3,5252,0.13524371667936025,2020-04-01
2020,04,Male Blue Swimmer Crab,5020.4,7066,0.7105009906594961,2020-04-01
2020,05,Female Blue Swimmer Crab,1765.1,4758,0.3709751996637242,2020-05-01
2020,05,Male Blue Swimmer Crab,2099.8,4878,0.4304633046330464,2020-05-01
2020,06,Female Blue Swimmer Crab,2164.3,5152,0.4200892857142858,2020-06-01
2020,06,Male Blue Swimmer Crab,1060.5,5156,0.20568269976726145,2020-06-01
