Interval,Samples,Fish,MinLen,MaxLen,AvgLen,StdLen,Avg+Std,Avg-Std
2018-05,4,222,6.5,8.1,7.049858156,0.204642345,7.254500501,6.845215811
2018-06,3,254,6.5,8.6,7.051504635,0.249346052,7.300850686,6.802158583
2018-07,6,82,6.5,8.8,7.384697428,0.229748443,7.614445871,7.154948985
2018-08,1,9,6.6,7.5,7.055333333,0.053208187,7.10854152,7.002125147
2018-11,4,324,6.2,8.1,6.966981166,0.309538425,7.276519591,6.657442741
2018-12,8,200,6.5,8,7.020506547,0.277649724,7.298156271,6.742856823
2019-01,10,262,6.5,9,7.205964606,0.327282006,7.533246611,6.8786826
2019-02,5,227,6.6,8.2,7.037851785,0.208976066,7.246827852,6.828875719
2019-03,5,210,6.5,8.4,7.172037968,0.201348775,7.373386743,6.970689192
2019-04,3,135,6.5,8.2,7.065886274,0.162332495,7.228218769,6.903553779
